questions,code_answers
リストの数値を受け取り、リスト内のすべての偶数の合計を返すPythonの関数を作成してください。,"def sum_even_numbers(numbers):
    sum_even = 0
    for num in numbers:
        if num % 2 == 0:
            sum_even += num
    return sum_even"
"Напишите функцию на Python, которая принимает список чисел и возвращает сумму всех четных чисел в списке.","def sum_even_numbers(numbers):
    sum_even = 0
    for num in numbers:
        if num % 2 == 0:
            sum_even += num
    return sum_even"
Write a program to find the factorial of a given number using recursion in Python.,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n-1)"
Escribe un programa para encontrar el factorial de un número dado utilizando recursión en Python.,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n-1)"
Напишите программу для нахождения факториала заданного числа с использованием рекурсии на языке Python.,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n-1)"
Write a Python program to find the sum of all the numbers in a list.,"def find_sum(numbers):
    sum = 0
    for num in numbers:
        sum += num
    return sum"
编写一个Python程序，找到列表中所有数字的和。,"def find_sum(numbers):
    sum = 0
    for num in numbers:
        sum += num
    return sum"
Escribe un programa en Python para encontrar la suma de todos los números en una lista.,"def find_sum(numbers):
    sum = 0
    for num in numbers:
        sum += num
    return sum"
リスト内のすべての数の合計を見つけるためのPythonプログラムを作成してください。,"def find_sum(numbers):
    sum = 0
    for num in numbers:
        sum += num
    return sum"
Напишите программу на Python для нахождения суммы всех чисел в списке.,"def find_sum(numbers):
    sum = 0
    for num in numbers:
        sum += num
    return sum"
Write a program to check if a given number is a Armstrong number or not.,"def is_armstrong_number(num):
    # Convert the number to a string to count the number of digits
    num_str = str(num)
    num_digits = len(num_str)
    
    # Calculate the sum of each digit raised to the power of the number of digits
    armstrong_sum = sum(int(digit) ** num_digits for digit in num_str)
    
    # Check if the sum is equal to the original number
    return armstrong_sum == num"
Escribe un programa para verificar si un número dado es un número de Armstrong o no.,"def is_armstrong_number(num):
    # Convert the number to a string to count the number of digits
    num_str = str(num)
    num_digits = len(num_str)
    
    # Calculate the sum of each digit raised to the power of the number of digits
    armstrong_sum = sum(int(digit) ** num_digits for digit in num_str)
    
    # Check if the sum is equal to the original number
    return armstrong_sum == num"
Write a program to check if a given number is a power of two.,"def is_power_of_two(n):
    if n <= 0:
        return False
    return (n & (n - 1)) == 0"
编写一个程序来检查给定的数字是否是2的幂。,"def is_power_of_two(n):
    if n <= 0:
        return False
    return (n & (n - 1)) == 0"
